TARGET_DATASET,TARGET_TABLE,TARGET_FIELD,SOURCE_TABLE,SOURCE_FIELD,SOFT_RULE,Complexity,source
SolvvBusinessVault,BRG_GESCHAEFT,ABS_FAKTOR,,,SR_1.86,89,sum(TSAT_INSTRUMENT_TO_INSTRUMENT.PER300) over (partition by PIT_POSITION.BK_POSITION_ID)
SolvvBusinessVault,BRG_GESCHAEFT,AVAS_B269,,,SR_1.90,45,"TSAT_POSITION.B269 * (1-IFNULL(@SR_1.86@, 0))"
SolvvBusinessVault,BRG_GESCHAEFT,BEITRAG_AUSFALLFONDS,,,SR_1.19,90,case when TSAT_POSITION.B134 is null or TSAT_POSITION.B134 = 0 then 'nein'   else 'ja' end
SolvvBusinessVault,BRG_GESCHAEFT,BETRAG_SCRA_VAD620,,,SR_1.92,47,"TSAT_POSITION.VAD620 * (1-IFNULL(@SR_1.86@, 0))"
SolvvBusinessVault,BRG_GESCHAEFT,BEWERTUNG_EG_VAD270,,,SR_1.91,47,"TSAT_POSITION.VAD270 * (1-IFNULL(@SR_1.86@, 0))"
SolvvBusinessVault,BRG_GESCHAEFT,BK_POSITION_ID,PIT_POSITION,BK_POSITION_ID,,0,
SolvvBusinessVault,BRG_GESCHAEFT,BMG_NACH_CRM,,,SR_1.9,8,@SR_1.7@
SolvvBusinessVault,BRG_GESCHAEFT,BMG_NACH_EWB,,,SR_1.7,110,case when TSAT_POSITION.B603 = 'A' or TSAT_POSITION.B500 = 0 then (@SR_1.62@) - (@SR_1.77@) else @SR_1.62@ end
SolvvBusinessVault,BRG_GESCHAEFT,BMG_NACH_SUBSTITUTION,,,SR_1.8,8,@SR_1.7@
SolvvBusinessVault,BRG_GESCHAEFT,BMG_VOR_CRM,,,SR_1.62,1052,"case when PIT_POSITION.KZ_BESICHERT = 0 then case when TSAT_POSITION.PTY069 = 1 then  case when TSAT_POSITION.G002 = 1 then GREATEST(IFNULL(TSAT_POSITION.C214, 0) - IFNULL(TSAT_POSITION.C236, 0),0)  else GREATEST(IFNULL(TSAT_POSITION.C236, 0) - IFNULL(TSAT_POSITION.C214, 0),0) end when TSAT_POSITION.B603 = 'A' and (TSAT_POSITION.CRE015 is not null or TSAT_POSITION.C265 is not null or TSAT_POSITION.C267 is not null) then IFNULL(TSAT_POSITION.CRE015,0) + IFNULL(TSAT_POSITION.C265,0) + IFNULL(TSAT_POSITION.C267,0) else (TSAT_POSITION.CRE016 + IFNULL(TSAT_POSITION.C265,0) + IFNULL(TSAT_POSITION.C267,0)) * (1-IFNULL(@SR_1.86@, 0)) end when PIT_POSITION.KZ_BESICHERT = 1 then case when TSAT_POSITION.B603 = 'A' and (TSAT_POSITION.CRE015 is not null or TSAT_POSITION.C265 is not null or TSAT_POSITION.C267 is not null) then IFNULL(TSAT_POSITION.CRE015,0) + IFNULL(TSAT_POSITION.C265,0) + IFNULL(TSAT_POSITION.C267,0) else (TSAT_POSITION.CRE016 + IFNULL(TSAT_POSITION.C265,0) + IFNULL(TSAT_POSITION.C267,0)) * (1-IFNULL(@SR_1.86@, 0)) end else null end"
SolvvBusinessVault,BRG_GESCHAEFT,CCF,,,SR_1.13,354,"case when TSAT_POSITION.B603 = 'A' and TSAT_POSITION.SEC502 in (2,3) then TSAT_POSITION.B430 when TSAT_POSITION.B603 = 'A' and TSAT_POSITION.SEC502 not in (2,3) then TSAT_POSITION.B431   when TSAT_POSITION.B500 in (1,2) then TSAT_POSITION.B018   when TSAT_POSITION.J305 = 'AMI' then 1   when TSAT_POSITION.B500 = 0 then TSAT_POSITION.B017   else null end"
SolvvBusinessVault,BRG_GESCHAEFT,CCF_KSA,,,SR_1.74,129,case when TSAT_POSITION.B603 = 'A' then TSAT_POSITION.B430   when TSAT_POSITION.J305 = 'AMI' then 1   else TSAT_POSITION.B017 end
SolvvBusinessVault,BRG_GESCHAEFT,CCF_LR,,,SR_1.63,243,"case when TSAT_POSITION.B603 = 'A' then case when TSAT_POSITION.B430 = 0 then 0.1  else IFNULL(TSAT_POSITION.B430, 0.1) end   when TSAT_POSITION.J305 = 'AMI' then 1 when TSAT_POSITION.B017 = 0 then 0.1  else IFNULL(TSAT_POSITION.B017, 0.1) end"
SolvvBusinessVault,BRG_GESCHAEFT,CLUSTER,PIT_POSITION,CLUSTER,,0,
SolvvBusinessVault,BRG_GESCHAEFT,CONTRACT,,,SR_1.79,96,case when TSAT_INSTRUMENT.INF031 = '004' then TSAT_POSITION.J307 else TSAT_INSTRUMENT.INF032 end
SolvvBusinessVault,BRG_GESCHAEFT,CVA_METHODE,,,SR_1.6,177,case when (TSAT_POSITION.B145 = 0 or TSAT_POSITION.B145 is null) then 'no CVA' when TSAT_POSITION.B145 = 1 then 'CVA-SM' when TSAT_POSITION.B145 = 2 then 'CVA-IMM' else null end
SolvvBusinessVault,BRG_GESCHAEFT,D2_ABSCHREIBUNGEN_C265,,,SR_1.88,45,"TSAT_POSITION.C265 * (1-IFNULL(@SR_1.86@, 0))"
SolvvBusinessVault,BRG_GESCHAEFT,DELISYST,,,SR_1.80,96,case when TSAT_INSTRUMENT.INF031 = '004' then TSAT_POSITION.J306 else TSAT_INSTRUMENT.INF031 end
SolvvBusinessVault,BRG_GESCHAEFT,DEPOSIT_ID,,,SR_1.95,120,"case when ifnull(TSAT_INSTRUMENT.INF031, '') <> '004' then TSAT_CONTRACT.DEPOSIT_ID else TSAT_CONTRACT_V2.DEPOSIT_ID end"
SolvvBusinessVault,BRG_GESCHAEFT,EK,,,SR_1.35,16,@SR_1.11@ * 0.08
SolvvBusinessVault,BRG_GESCHAEFT,EL,,,SR_1.12,99,"case when TSAT_POSITION.PTY069 = 1 then null else TSAT_POSITION.B640 * (1-IFNULL(@SR_1.86@, 0)) end"
SolvvBusinessVault,BRG_GESCHAEFT,EWB,,,SR_1.77,907,"case when TSAT_POSITION.B603 = 'A' then IFNULL(TSAT_POSITION.VAD620, 0) + IFNULL(TSAT_POSITION.B269, 0) + IFNULL(TSAT_POSITION.VAD270, 0) when TSAT_POSITION.B500 = 0 then (IFNULL(TSAT_POSITION.VAD620, 0) + IFNULL(TSAT_POSITION.B269, 0) + IFNULL(TSAT_POSITION.VAD270, 0)) * (1-IFNULL(@SR_1.86@, 0)) * IFNULL(TSAT_POSITION.K250, 1) + (case when IFNULL(TSAT_POSITION.RLV375, 0) = 1 then IFNULL(TSAT_POSITION.VAD379, 0) else 0 end) when TSAT_POSITION.B014 = 31 and TSAT_POSITION.B181 is not null then (IFNULL(TSAT_POSITION.VAD620, 0) + IFNULL(TSAT_POSITION.B269, 0) + IFNULL(TSAT_POSITION.VAD627, 0) + IFNULL(TSAT_POSITION.VAD270, 0)) when TSAT_POSITION.B500 in (1,2) then (IFNULL(TSAT_POSITION.VAD620, 0) + IFNULL(TSAT_POSITION.B269, 0) + IFNULL(TSAT_POSITION.VAD270, 0) + IFNULL(TSAT_POSITION.VAD627, 0) - IFNULL(TSAT_POSITION.C265, 0) - IFNULL(TSAT_POSITION.C267, 0)) * (1-IFNULL(@SR_1.86@, 0)) else null end"
SolvvBusinessVault,BRG_GESCHAEFT,FORDERUNGSTYP_B618,,,SR_1.76,229,case when TSAT_POSITION.B618 = 1 then '(1) bilanziell'   when TSAT_POSITION.B618 = 2 then '(2) ausserbilanziell'   when TSAT_POSITION.B618 = 3 then '(3) derivativ'   when TSAT_POSITION.B618 = 4 then '(4) Repo/Leihe' else null end
SolvvBusinessVault,BRG_GESCHAEFT,GESNRGEN,,,SR_1.34,93,"case when ifnull(TSAT_POSITION.J305, '') <> 'FRDWH_CVA' then TSAT_POSITION.J302 else null end"
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_BOGEN,HUB_BOGEN,HK_HUB_BOGEN,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_BOGEN_LR,HUB_BOGEN_LR,HK_HUB_BOGEN,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_BOGEN_ORG,HUB_BOGEN_ORG,HK_HUB_BOGEN,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_BOGEN_SA,HUB_BOGEN_SA,HK_HUB_BOGEN,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_BRANCHE,HUB_BRANCHE,HK_HUB_BRANCHE,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_GESCHAEFTSARTENERGAENZUNGEN,HUB_GESCHAEFTSARTENERGAENZUNGEN,HK_HUB_GESCHAEFTSARTENERGAENZUNGEN,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_GESCHAEFTSART_ID,HUB_GESCHAEFTSART_ID,HK_HUB_GESCHAEFTSART_ID,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_GESCHAEFTSTYP,HUB_GESCHAEFTSTYP,HK_HUB_GESCHAEFTSTYP,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_LAENDERCODE_RL,HUB_LAENDERCODE_RL,HK_HUB_LAENDERCODE_ISO_ALPHA_2,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_LAENDERCODE_SL,HUB_LAENDERCODE_SL,HK_HUB_LAENDERCODE_ISO_ALPHA_2,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_POSITION,PIT_POSITION,HK_HUB_POSITION,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_RATTYPE,HUB_RATTYPE,HK_HUB_RATTYPE,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_RISIKOKLASSE,HUB_RISIKOKLASSE,HK_HUB_RISIKOKLASSE,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_RISIKOKLASSE_ORG,HUB_RISIKOKLASSE_ORG,HK_HUB_RISIKOKLASSE,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_RISIKOTYP,HUB_RISIKOTYP,HK_HUB_RISIKOTYP,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_HUB_TRANSAKTIONSKLASSE,HUB_TRANSAKTIONSKLASSE,HK_HUB_TRANSAKTIONSKLASSE,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_PIT_FINANCIAL_INST,PIT_FINANCIAL_INST,HK_PIT_FINANCIAL_INST,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_PIT_FXRATES,PIT_FXRATES,HK_PIT_FXRATES,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_PIT_INSTRUMENT,PIT_INSTRUMENT,HK_PIT_INSTRUMENT,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_PIT_LOAN_TYPE,,,SR_1.57,204,"case when TSAT_POSITION.J305 = 'MBANK' or TSAT_POSITION.B603 = 'A' then null when ifnull(TSAT_INSTRUMENT.INF031, '') <> '004' then PIT_LOAN_TYPE.HK_PIT_LOAN_TYPE else PIT_LOAN_TYPE_V2.HK_PIT_LOAN_TYPE end"
SolvvBusinessVault,BRG_GESCHAEFT,HK_PIT_PARTNER,PIT_PARTNER,HK_PIT_PARTNER,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_PIT_PARTNER_UE_GP,PIT_PARTNER_BOGEN,HK_PIT_PARTNER,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_PIT_PORTFOLIO,,,SR_1.58,142,"case when TSAT_POSITION.J305 in ('MBANK', 'AMI', 'CRAG') then PIT_PORTFOLIO_MBANK_AMI.HK_PIT_PORTFOLIO else PIT_PORTFOLIO.HK_PIT_PORTFOLIO end"
SolvvBusinessVault,BRG_GESCHAEFT,HK_PIT_PORTFOLIO_EXT,,,SR_1.59,158,"case when TSAT_POSITION.J305 in ('MBANK', 'AMI', 'CRAG') then PIT_PORTFOLIO_EXT_MBANK_AMI.HK_PIT_PORTFOLIO_EXT else PIT_PORTFOLIO_EXT.HK_PIT_PORTFOLIO_EXT end"
SolvvBusinessVault,BRG_GESCHAEFT,HK_PIT_POSITION,PIT_POSITION,HK_PIT_POSITION,,0,
SolvvBusinessVault,BRG_GESCHAEFT,HK_PIT_PRODUCT_TYPE,,,SR_1.56,188,"case when TSAT_POSITION.J305 = 'MBANK' then null when ifnull(TSAT_INSTRUMENT.INF031, '') <> '004' then PIT_PRODUCT_TYPE.HK_PIT_PRODUCT_TYPE else PIT_PRODUCT_TYPE_V2.HK_PIT_PRODUCT_TYPE end"
SolvvBusinessVault,BRG_GESCHAEFT,INDIREKTE_ABSCHREIBUNGEN_C267,,,SR_1.89,45,"TSAT_POSITION.C267 * (1-IFNULL(@SR_1.86@, 0))"
SolvvBusinessVault,BRG_GESCHAEFT,KUNDENNAME,,,SR_1.87,678,"case when PIT_POSITION.KZ_BESICHERT = 0 then  case when TSAT_POSITION.J305 like 'FRDWH%' and TSAT_POSITION.J306 = 'REWE' and SUBSTR(PIT_POSITION.BK_POSITION_ID,7,3) = '512' then TSAT_GLGLBAS.GL_ACCOUNT_DESC when TSAT_POSITION.J305 like 'FRDWH%' and TSAT_POSITION.J306 = 'REWE' and SUBSTR(PIT_POSITION.BK_POSITION_ID,7,3) <> '512' then SAT_KONTENPLAN.KPPOSDTX when TSAT_POSITION.J305 like 'FRDWH%' and IFNULL(TSAT_POSITION.J306, '') <> 'REWE' then TSAT_CUSTOMER_DEC_NAME.NAME else null end when PIT_POSITION.KZ_BESICHERT = 1 then  case when TSAT_POSITION.J305 like 'FRDWH%' and IFNULL(TSAT_POSITION.J306, '') <> 'REWE' then TSAT_CUSTOMER_DEC_NAME.NAME else null end else null end"
SolvvBusinessVault,BRG_GESCHAEFT,KZ_ALLOC,,,SR_1.71,216,"case when TSAT_POSITION.J305 like ('FRDWH_SFT%') and ifnull(PIT_REPORT_DATA_EG_GESCHAEFT_SFT.BK_POSITION_ID, '0') != '0' then 1  when ifnull(PIT_REPORT_DATA_EG_GESCHAEFT.BK_POSITION_ID, '0') != '0' then 1  else 0 end"
SolvvBusinessVault,BRG_GESCHAEFT,KZ_AUSFALL_3M,,,SR_1.27,418,"case when IFNULL(TSAT_POSITION.B145, 0) = 0 then      case         when TSAT_POSITION.B603 = 'A' and ifnull(TSAT_POSITION.CRI160, -1) <> 0 and TSAT_POSITION.I901 = 1 then 1        when TSAT_POSITION.B500 in (1,2) and ifnull(TSAT_POSITION.CRI160, -1) <> 0 and TSAT_POSITION.I901 = 1 then 1        when TSAT_POSITION.B500 = 0 and TSAT_POSITION.B013 = 91 and TSAT_POSITION.I901 = 1 then 1        else 0 end  else null end"
SolvvBusinessVault,BRG_GESCHAEFT,KZ_DOUBLE_DEFAULT,,,SR_1.36,109,case when PIT_POSITION.KZ_BESICHERT = 0 then null  when PIT_POSITION.KZ_BESICHERT = 1 then null else null end
SolvvBusinessVault,BRG_GESCHAEFT,KZ_FORDERUNGSCHARAKTER,,,SR_1.28,191,"case when TSAT_INSTRUMENT.PRD013 in (1010,1050,1140) or (TSAT_INSTRUMENT.PRD013 = 1180 and TSAT_INSTRUMENT.PRD150 = 1480) then 0   when TSAT_INSTRUMENT.PRD013 is not null then 1 else null end"
SolvvBusinessVault,BRG_GESCHAEFT,KZ_GROFIN,,,SR_1.29,125,case when TSAT_POSITION.B145 = 0 then       case         when TSAT_PARTNER.PRI137 = 1 then 1        else 0 end  else null end
SolvvBusinessVault,BRG_GESCHAEFT,KZ_HANDELSKREDIT,,,SR_1.30,228,case when TSAT_INSTRUMENT.D913 = 0 then 0   when TSAT_INSTRUMENT.D913 = 1 then       case         when (TSAT_PARTNER.SIE002 = 102 and TSAT_PARTNER.P045 = '650') or TSAT_PARTNER.SIE001 = 51 then 1        else 2 end  else null end
SolvvBusinessVault,BRG_GESCHAEFT,KZ_INFRASTRUKTURPROJEKT,TSAT_INSTRUMENT,CRI501,,0,
SolvvBusinessVault,BRG_GESCHAEFT,KZ_INSTITUT_L450,TSAT_PARTNER,L450,,0,
SolvvBusinessVault,BRG_GESCHAEFT,KZ_IRB_UEBERGANG,,,SR_1.32,166,case when TSAT_POSITION.B603 = 'A' then null   when TSAT_POSITION.B500 = 0 then       case         when TSAT_POSITION.B712 = 1 then 1        else 0 end  else null end
SolvvBusinessVault,BRG_GESCHAEFT,KZ_KMU_B015,TSAT_PARTNER,B015,,0,
SolvvBusinessVault,BRG_GESCHAEFT,KZ_PER_PARTIAL_USE,,,SR_1.31,178,"case when TSAT_POSITION.B603 = 'A' then null   when TSAT_POSITION.B500 = 0 then       case         when IFNULL(TSAT_POSITION.B052, 0) <> 0 then 1        else 0 end  else null end"
SolvvBusinessVault,BRG_GESCHAEFT,KZ_REVOLVIEREND,,,SR_1.17,213,"case    when TSAT_POSITION.B500 in (1,2) and (TSAT_POSITION.B014 = 42 or (TSAT_POSITION.B145 = 0 and TSAT_POSITION.B618 = 2 and TSAT_POSITION.B017 = 0 and ifnull(TSAT_PARTNER.SIE004, -1) <> 0)) then 1   else 0 end"
SolvvBusinessVault,BRG_GESCHAEFT,KZ_SPEZIALFINANZIERUNG,,,SR_1.20,70,"case    when TSAT_POSITION.B181 in (1, 2, 3, 4, 5) then 1   else 0 end"
SolvvBusinessVault,BRG_GESCHAEFT,KZ_STAATENRATING_ABGELEITET,,,SR_1.33,78,case when TSAT_POSITION.TYP975 = 4 or TSAT_POSITION.B194 = 3 then 1 else 0 end
SolvvBusinessVault,BRG_GESCHAEFT,KZ_UNTERSTUETZUNGSFAKTOR_PER046,TSAT_PARTNER,PER046,,0,
SolvvBusinessVault,BRG_GESCHAEFT,LGD,,,SR_1.82,159,"case    when TSAT_POSITION.B500 in (1,2) and TSAT_POSITION.B014 = 70 then null   when TSAT_POSITION.B500 in (1,2) then TSAT_POSITION.B021 * 100   else null end"
SolvvBusinessVault,BRG_GESCHAEFT,MATURITY,,,SR_1.83,30,CEIL(TSAT_POSITION.B217 * 360)
SolvvBusinessVault,BRG_GESCHAEFT,NETTINGRAHMEN_ID,,,SR_1.85,222,"case when TSAT_POSITION.J305 in ('FRDWH_DER', 'FRDWH_DER_COLL', 'FRDWH_DER_SWAPA') then TSAT_POSITION.POSITION_ID100    when IFNULL(TSAT_POSITION.J305, '') != 'FRDWH_SFT_NR' then TSAT_POSITION.POSITION_ID0    else null end"
SolvvBusinessVault,BRG_GESCHAEFT,PD,,,SR_1.81,189,"case    when (TSAT_POSITION.B500 in (1,2) and TSAT_POSITION.B014 = 70) or TSAT_POSITION.B603 = 'A' then null   when TSAT_POSITION.B500 in (1,2) then TSAT_POSITION.B020 * 100   else null end"
SolvvBusinessVault,BRG_GESCHAEFT,POSITIONSWERT,,,SR_1.10,1745,"case when PIT_POSITION.KZ_BESICHERT = 0 then case when TSAT_POSITION.PTY069 = 1 then    case when TSAT_POSITION.G002 = 1 then GREATEST(IFNULL(TSAT_POSITION.C214, 0) - IFNULL(TSAT_POSITION.C236, 0),0)    else GREATEST(IFNULL(TSAT_POSITION.C236, 0) - IFNULL(TSAT_POSITION.C214, 0),0) end  when TSAT_POSITION.B603 = 'A' then TSAT_POSITION.SEC076  when TSAT_POSITION.J305 = 'AMI' then TSAT_POSITION.B023  when TSAT_POSITION.B500 = 0 and TSAT_POSITION.J305 = 'MBANK' then GREATEST(TSAT_POSITION.B023, TSAT_POSITION.B026) * ifnull(TSAT_POSITION.B017, 1) * (1-IFNULL(@SR_1.86@, 0)) * IFNULL(TSAT_POSITION.K250, 1) * IFNULL(TSAT_POSITION.PER386, 1)  when TSAT_POSITION.B500 = 0 and TSAT_POSITION.J305 != 'MBANK' then TSAT_POSITION.B023 * ifnull(TSAT_POSITION.B017, 1) * (1-IFNULL(@SR_1.86@, 0)) * IFNULL(TSAT_POSITION.K250, 1) * IFNULL(TSAT_POSITION.PER386, 1)  when TSAT_POSITION.B500 in (1,2) then COALESCE(TSAT_POSITION.B027, TSAT_POSITION.B024) * ifnull(TSAT_POSITION.B018, 1) * (1-IFNULL(@SR_1.86@, 0))  else null end when PIT_POSITION.KZ_BESICHERT = 1 then  case when TSAT_POSITION.B603 = 'A' then TSAT_POSITION.SEC076  when TSAT_POSITION.B500 = 0 and TSAT_POSITION.J305 = 'MBANK' then GREATEST(TSAT_POSITION.B023, TSAT_POSITION.B026) * ifnull(TSAT_POSITION.B017, 1) * (1-IFNULL(@SR_1.86@, 0)) * IFNULL(TSAT_POSITION.K250, 1) * IFNULL(TSAT_POSITION.PER387, 1)  when TSAT_POSITION.B500 = 0 and TSAT_POSITION.J305 != 'MBANK' then TSAT_POSITION.B023 * ifnull(TSAT_POSITION.B017, 1) * (1-IFNULL(@SR_1.86@, 0)) * IFNULL(TSAT_POSITION.K250, 1) * IFNULL(TSAT_POSITION.PER387, 1)  when TSAT_POSITION.B500 in (1,2) then COALESCE(TSAT_POSITION.B027, TSAT_POSITION.B024) * ifnull(TSAT_POSITION.B018, 1) * (1-IFNULL(@SR_1.86@, 0))  else null end else null end"
SolvvBusinessVault,BRG_GESCHAEFT,POSITIONSWERT_IRB,,,SR_1.25,204,"case when TSAT_POSITION.B500 in (1,2) and TSAT_POSITION.B790 between 1 and 26 then COALESCE(TSAT_POSITION.B027, TSAT_POSITION.B024) * ifnull(TSAT_POSITION.B018, 1) * (1-IFNULL(@SR_1.86@, 1)) else null end"
SolvvBusinessVault,BRG_GESCHAEFT,POSITIONSWERT_VOR_CRM,,,SR_1.64,702,"case when PIT_POSITION.KZ_BESICHERT = 0 then case when TSAT_POSITION.PTY069 = 1 or TSAT_POSITION.J305 = 'AMI' or TSAT_POSITION.B603 = 'A' then @SR_1.7@  when TSAT_POSITION.B500 = 0 then @SR_1.7@ * ifnull(TSAT_POSITION.B017, 1) * (1-IFNULL(@SR_1.86@, 0))  when TSAT_POSITION.B500 in (1,2) then @SR_1.7@ * ifnull(TSAT_POSITION.B018, 1) * (1-IFNULL(@SR_1.86@, 0))  else null end when PIT_POSITION.KZ_BESICHERT = 1 then case when TSAT_POSITION.B603 = 'A' then @SR_1.7@  when TSAT_POSITION.B500 = 0 then @SR_1.7@ * ifnull(TSAT_POSITION.B017, 1) * (1-IFNULL(@SR_1.86@, 0))  when TSAT_POSITION.B500 in (1,2) then @SR_1.7@ * ifnull(TSAT_POSITION.B018, 1) * (1-IFNULL(@SR_1.86@, 0))  else null end else null end"
SolvvBusinessVault,BRG_GESCHAEFT,PRODUKT_LGD_POSWERT,,,SR_1.15,91,case when (@SR_1.25@) is not null then (@SR_1.25@) * TSAT_POSITION.B021 * 100 else null end
SolvvBusinessVault,BRG_GESCHAEFT,PRODUKT_MATURITY_POSWERT,,,SR_1.16,91,case when (@SR_1.25@) is not null then (@SR_1.25@) * TSAT_POSITION.B217 * 360 else null end
SolvvBusinessVault,BRG_GESCHAEFT,PRODUKT_PD_POSWERT,,,SR_1.14,91,case when (@SR_1.25@) is not null then (@SR_1.25@) * TSAT_POSITION.B020 * 100 else null end
SolvvBusinessVault,BRG_GESCHAEFT,QUELLE,PIT_POSITION,QUELLE,,0,
SolvvBusinessVault,BRG_GESCHAEFT,RISKW,,,SR_1.84,162,"case    when TSAT_POSITION.B603 = 'A' or TSAT_POSITION.B500 = 0 then TSAT_POSITION.B005   when TSAT_POSITION.B500 in (1,2) then TSAT_POSITION.B007   else null end"
SolvvBusinessVault,BRG_GESCHAEFT,RWA,,,SR_1.11,2293,"case when PIT_POSITION.KZ_BESICHERT = 0 then case when TSAT_POSITION.PTY069 = 1 then    case when TSAT_POSITION.G002 = 1 then  case when TSAT_POSITION.C235 < 5 then 0  when TSAT_POSITION.C235 BETWEEN 5 and 15 then GREATEST(IFNULL(TSAT_POSITION.C214, 0) - IFNULL(TSAT_POSITION.C236, 0),0) * 0.08 * 12.5  when TSAT_POSITION.C235 BETWEEN 16 and 30 then GREATEST(IFNULL(TSAT_POSITION.C214, 0) - IFNULL(TSAT_POSITION.C236, 0),0) * 0.5 * 12.5  when TSAT_POSITION.C235 BETWEEN 31 and 45 then GREATEST(IFNULL(TSAT_POSITION.C214, 0) - IFNULL(TSAT_POSITION.C236, 0),0) * 0.75 * 12.5  when TSAT_POSITION.C235 IS NULL or TSAT_POSITION.C235 >= 46 then GREATEST(IFNULL(TSAT_POSITION.C214, 0) - IFNULL(TSAT_POSITION.C236, 0),0) * 12.5  else null end  else  case when TSAT_POSITION.C235 < 5 then 0  when TSAT_POSITION.C235 BETWEEN 5 and 15 then GREATEST(IFNULL(TSAT_POSITION.C236, 0) - IFNULL(TSAT_POSITION.C214, 0),0) * 0.08 * 12.5  when TSAT_POSITION.C235 BETWEEN 16 and 30 then GREATEST(IFNULL(TSAT_POSITION.C236, 0) - IFNULL(TSAT_POSITION.C214, 0),0) * 0.5 * 12.5  when TSAT_POSITION.C235 BETWEEN 31 and 45 then GREATEST(IFNULL(TSAT_POSITION.C236, 0) - IFNULL(TSAT_POSITION.C214, 0),0) * 0.75 * 12.5  when TSAT_POSITION.C235 IS NULL or TSAT_POSITION.C235 >= 46 then GREATEST(IFNULL(TSAT_POSITION.C236, 0) - IFNULL(TSAT_POSITION.C214, 0),0) * 12.5  else null end  end  else      case         when TSAT_POSITION.J305 = 'FRDWH_CVA' then TSAT_POSITION.B147 * 12.5        when TSAT_POSITION.B145 in (1,2) and TSAT_POSITION.J305 = 'MBANK' and IFNULL(TSAT_POSITION.B147, 0) != 0 then TSAT_POSITION.B147 * 12.5        when TSAT_POSITION.B603 = 'A' then TSAT_POSITION.B565        when TSAT_POSITION.B500 = 0 then TSAT_POSITION.B028 * (1-IFNULL(@SR_1.86@, 0)) * IFNULL(TSAT_POSITION.K250, 1) * IFNULL(TSAT_POSITION.PER386, 1)        when TSAT_POSITION.B500 in (1,2) then TSAT_POSITION.B029  * (1-IFNULL(@SR_1.86@, 0))        else null end    end when PIT_POSITION.KZ_BESICHERT = 1 then  case when TSAT_POSITION.B603 = 'A' then TSAT_POSITION.B565     when TSAT_POSITION.B500 = 0 then TSAT_POSITION.B028 * (1-IFNULL(@SR_1.86@, 0)) * IFNULL(TSAT_POSITION.K250, 1) * IFNULL(TSAT_POSITION.PER386, 1)     when TSAT_POSITION.B500 in (1,2) then TSAT_POSITION.B029 * (1-IFNULL(@SR_1.86@, 0))     else null end  else null end"
SolvvBusinessVault,BRG_GESCHAEFT,RWA_VOR_ABZUG,,,SR_1.75,72,case when TSAT_POSITION.B603 = 'A' then TSAT_POSITION.B565 else null end
