TARGET_DATASET,TARGET_TABLE,TARGET_FIELD,SOURCE_TABLE,SOURCE_FIELD,SOFT_RULE,Complexity,source
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_BOGEN_ORG,BRG_GESCHAEFT,HK_HUB_BOGEN_ORG,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_BOGEN_SA,BRG_GESCHAEFT,HK_HUB_BOGEN_SA,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_BRANCHE,BRG_GESCHAEFT,HK_HUB_BRANCHE,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_DEVISENKURSE,BRG_GESCHAEFT,HK_PIT_FXRATES,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_GESCHAEFTSART,BRG_GESCHAEFT,HK_HUB_GESCHAEFTSART_ID,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_GESCHAEFTSARTERGAENZUNG,BRG_GESCHAEFT,HK_HUB_GESCHAEFTSARTENERGAENZUNGEN,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_GESCHAEFTSTYP,BRG_GESCHAEFT,HK_HUB_GESCHAEFTSTYP,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_INSTRUMENT,BRG_GESCHAEFT,HK_PIT_INSTRUMENT,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_LAENDERCODE_RL,BRG_GESCHAEFT,HK_HUB_LAENDERCODE_RL,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_LAENDERCODE_SL,BRG_GESCHAEFT,HK_HUB_LAENDERCODE_SL,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_LOAN_TYPE,BRG_GESCHAEFT,HK_PIT_LOAN_TYPE,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_MELDEEINHEIT,BRG_GESCHAEFT,HK_PIT_FINANCIAL_INST,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_PARTNER,BRG_GESCHAEFT,HK_PIT_PARTNER,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_PARTNER_COLL,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_PARTNER_UE_GP,BRG_GESCHAEFT,HK_PIT_PARTNER_UE_GP,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_PORTFOLIO,BRG_GESCHAEFT,HK_PIT_PORTFOLIO,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_PORTFOLIO_EXT,BRG_GESCHAEFT,HK_PIT_PORTFOLIO_EXT,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_PRODUCT_TYPE,BRG_GESCHAEFT,HK_PIT_PRODUCT_TYPE,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_RATTYPE,BRG_GESCHAEFT,HK_HUB_RATTYPE,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_RISIKOKLASSE,BRG_GESCHAEFT,HK_HUB_RISIKOKLASSE,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_RISIKOKLASSE_ORG,BRG_GESCHAEFT,HK_HUB_RISIKOKLASSE_ORG,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_RISIKOTYP,BRG_GESCHAEFT,HK_HUB_RISIKOTYP,,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_SICHERHEITENART,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_GESCHAEFT,HK_VDIM_TRANSAKTIONSKLASSE,BRG_GESCHAEFT,HK_HUB_TRANSAKTIONSKLASSE,,0,
SolvvDataMart,VFCT_GESCHAEFT,I901,TSAT_POSITION,I901,,0,
SolvvDataMart,VFCT_GESCHAEFT,INDIREKTE_ABSCHREIBUNGEN_C267,BRG_GESCHAEFT,INDIREKTE_ABSCHREIBUNGEN_C267,,0,
SolvvDataMart,VFCT_GESCHAEFT,J301,TSAT_POSITION,J301,,0,
SolvvDataMart,VFCT_GESCHAEFT,J302,TSAT_POSITION,J302,,0,
SolvvDataMart,VFCT_GESCHAEFT,J304,TSAT_POSITION,J304,,0,
SolvvDataMart,VFCT_GESCHAEFT,J305,TSAT_POSITION,J305,,0,
SolvvDataMart,VFCT_GESCHAEFT,J306,TSAT_POSITION,J306,,0,
SolvvDataMart,VFCT_GESCHAEFT,J307,TSAT_POSITION,J307,,0,
SolvvDataMart,VFCT_GESCHAEFT,KAEB_METHODE_C232,TSAT_POSITION,C232,,0,
SolvvDataMart,VFCT_GESCHAEFT,KDNR_C072,TSAT_POSITION,C072,,0,
SolvvDataMart,VFCT_GESCHAEFT,KUNDENNAME,BRG_GESCHAEFT,KUNDENNAME,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_ABWR_VORLR_PTY069,TSAT_POSITION,PTY069,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_ALLOC,BRG_GESCHAEFT,KZ_ALLOC,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_ANWENDUNG_KMU_UNTERSTUETZUNGSFAKTOR_B046,TSAT_POSITION,B046,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_AUSFALL_3M,BRG_GESCHAEFT,KZ_AUSFALL_3M,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_AUSFALL_CRI160,TSAT_POSITION,CRI160,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_BESICHERT,PIT_POSITION,KZ_BESICHERT,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_DOUBLE_DEFAULT,BRG_GESCHAEFT,KZ_DOUBLE_DEFAULT,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_EXPORTKREDIT_LR026,TSAT_POSITION,LR026,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_FORDERUNGSCHARAKTER,BRG_GESCHAEFT,KZ_FORDERUNGSCHARAKTER,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_GROFIN,BRG_GESCHAEFT,KZ_GROFIN,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_HANDELSBUCH,TSAT_POSITION,C220,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_HANDELSKREDIT,BRG_GESCHAEFT,KZ_HANDELSKREDIT,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_IMMO,,0,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_INFRASTRUKTURPROJEKT,BRG_GESCHAEFT,KZ_INFRASTRUKTURPROJEKT,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_INSTITUT_L450,BRG_GESCHAEFT,KZ_INSTITUT_L450,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_IRB_UEBERGANG,BRG_GESCHAEFT,KZ_IRB_UEBERGANG,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_KMU_B015,BRG_GESCHAEFT,KZ_KMU_B015,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_NPE_STATUS_RLV370,TSAT_POSITION,RLV370,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_NPE_STUNDUNG_CRI169,TSAT_POSITION,CRI169,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_PER_PARTIAL_USE,BRG_GESCHAEFT,KZ_PER_PARTIAL_USE,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_REVOLVIEREND,BRG_GESCHAEFT,KZ_REVOLVIEREND,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_SPEZIALFINANZIERUNG,BRG_GESCHAEFT,KZ_SPEZIALFINANZIERUNG,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_SPEZ_KORRELATIONSRISIKEN_CRI321,TSAT_POSITION,CRI321,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_STAATENRATING_ABGELEITET,BRG_GESCHAEFT,KZ_STAATENRATING_ABGELEITET,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_STS_ABS_SEC901,TSAT_POSITION,SEC901,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_UNTERSTUETZUNGSFAKTOR_PER046,BRG_GESCHAEFT,KZ_UNTERSTUETZUNGSFAKTOR_PER046,,0,
SolvvDataMart,VFCT_GESCHAEFT,KZ_ZENTRALKONTRAHENT_P043,TSAT_POSITION,P043,,0,
SolvvDataMart,VFCT_GESCHAEFT,LGD,BRG_GESCHAEFT,LGD,,0,
SolvvDataMart,VFCT_GESCHAEFT,MARKTWERT_C214,TSAT_POSITION,C214,,0,
SolvvDataMart,VFCT_GESCHAEFT,MARKTWERT_INKL_ZINSEN_C721,TSAT_POSITION,C721,,0,
SolvvDataMart,VFCT_GESCHAEFT,MATURITY,BRG_GESCHAEFT,MATURITY,,0,
SolvvDataMart,VFCT_GESCHAEFT,NACHSCHUSSFREQUENZ_B203,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT,NETTINGRAHMEN_ID,BRG_GESCHAEFT,NETTINGRAHMEN_ID,,0,
SolvvDataMart,VFCT_GESCHAEFT,NOMINALWERT_C213,TSAT_POSITION,C213,,0,
SolvvDataMart,VFCT_GESCHAEFT,NOMINALWERT_SA_CCR_VAL320,TSAT_POSITION,VAL320,,0,
SolvvDataMart,VFCT_GESCHAEFT,NPE_MINDESTVERLUSTABDECKUNG_VAL375,TSAT_POSITION,VAL375,,0,
SolvvDataMart,VFCT_GESCHAEFT,NPE_RELEVANZ_KAPITALABZUG_RLV375,TSAT_POSITION,RLV375,,0,
SolvvDataMart,VFCT_GESCHAEFT,NPE_TEILBETRAG_EXPO_BESICHERT_VAL372,TSAT_POSITION,VAL372,,0,
SolvvDataMart,VFCT_GESCHAEFT,NPE_TEILBETRAG_IMMO_BESICHERT_VAL371,TSAT_POSITION,VAL371,,0,
SolvvDataMart,VFCT_GESCHAEFT,NPE_TEILBETRAG_SONST_BESICHERT_VAL373,TSAT_POSITION,VAL373,,0,
SolvvDataMart,VFCT_GESCHAEFT,NPE_TEILBETRAG_UNBESICHERT_VAL376,TSAT_POSITION,VAL376,,0,
SolvvDataMart,VFCT_GESCHAEFT,NPE_WERT_VAL370,TSAT_POSITION,VAL370,,0,
SolvvDataMart,VFCT_GESCHAEFT,PD,BRG_GESCHAEFT,PD,,0,
SolvvDataMart,VFCT_GESCHAEFT,PD_BANDBREITE_B790,TSAT_POSITION,B790,,0,
SolvvDataMart,VFCT_GESCHAEFT,PER371,TSAT_POSITION,PER371,,0,
SolvvDataMart,VFCT_GESCHAEFT,PER372,TSAT_POSITION,PER372,,0,
SolvvDataMart,VFCT_GESCHAEFT,PER376,TSAT_POSITION,PER376,,0,
SolvvDataMart,VFCT_GESCHAEFT,PER377,TSAT_POSITION,PER377,,0,
SolvvDataMart,VFCT_GESCHAEFT,PER378,TSAT_POSITION,PER378,,0,
SolvvDataMart,VFCT_GESCHAEFT,POSITIONSWERT,BRG_GESCHAEFT,POSITIONSWERT,,0,
SolvvDataMart,VFCT_GESCHAEFT,POSITIONSWERT_IRB,BRG_GESCHAEFT,POSITIONSWERT_IRB,,0,
SolvvDataMart,VFCT_GESCHAEFT,POSITIONSWERT_LR_LR004,TSAT_POSITION,LR004,,0,
SolvvDataMart,VFCT_GESCHAEFT,POSITIONSWERT_VOR_CRM,BRG_GESCHAEFT,POSITIONSWERT_VOR_CRM,,0,
SolvvDataMart,VFCT_GESCHAEFT,PRODUKT_LGD_POSWERT,BRG_GESCHAEFT,PRODUKT_LGD_POSWERT,,0,
SolvvDataMart,VFCT_GESCHAEFT,PRODUKT_MATURITY_POSWERT,BRG_GESCHAEFT,PRODUKT_MATURITY_POSWERT,,0,
SolvvDataMart,VFCT_GESCHAEFT,PRODUKT_PD_POSWERT,BRG_GESCHAEFT,PRODUKT_PD_POSWERT,,0,
SolvvDataMart,VFCT_GESCHAEFT,QUELLE,PIT_POSITION,QUELLE,,0,
SolvvDataMart,VFCT_GESCHAEFT,RESTLAUFZEIT_IN_TAGEN_B211,TSAT_POSITION,B211,,0,
SolvvDataMart,VFCT_GESCHAEFT,RISIKOKLASS_SPEZIALFINANZIERUNG_B181,TSAT_POSITION,B181,,0,
SolvvDataMart,VFCT_GESCHAEFT,RISKW,BRG_GESCHAEFT,RISKW,,0,
SolvvDataMart,VFCT_GESCHAEFT,RWA,BRG_GESCHAEFT,RWA,,0,
SolvvDataMart,VFCT_GESCHAEFT,RWA_VOR_ABZUG,BRG_GESCHAEFT,RWA_VOR_ABZUG,,0,
SolvvDataMart,VFCT_GESCHAEFT,RWA_VOR_KMU,BRG_GESCHAEFT,RWA_VOR_KMU,,0,
SolvvDataMart,VFCT_GESCHAEFT,SICHERHEITENWERT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT,SLLP_RUECKSTELLUNGEN,BRG_GESCHAEFT,SLLP_RUECKSTELLUNGEN,,0,
SolvvDataMart,VFCT_GESCHAEFT,STICHTAG,BRG_GESCHAEFT,STICHTAG,,0,
SolvvDataMart,VFCT_GESCHAEFT,SYSTEM,BRG_GESCHAEFT,SYSTEM,,0,
SolvvDataMart,VFCT_GESCHAEFT,TESTIERTE_EWB_VAD626,BRG_GESCHAEFT,TESTIERTE_EWB_VAD626,,0,
SolvvDataMart,VFCT_GESCHAEFT,TESTIERTE_VERSTEUERTE_WB_VAD627,BRG_GESCHAEFT,TESTIERTE_VERSTEUERTE_WB_VAD627,,0,
SolvvDataMart,VFCT_GESCHAEFT,TRANSAKTIONSID,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT,TRANSAKTIONSNAME,BRG_GESCHAEFT,TRANSAKTIONSNAME,,0,
SolvvDataMart,VFCT_GESCHAEFT,TRANSPARENZMETHODE_INVESTMENT_B800,TSAT_POSITION,B800,,0,
SolvvDataMart,VFCT_GESCHAEFT,VAD670,TSAT_POSITION,VAD670,,0,
SolvvDataMart,VFCT_GESCHAEFT,VAD920,TSAT_POSITION,VAD920,,0,
SolvvDataMart,VFCT_GESCHAEFT,VAL377,TSAT_POSITION,VAL377,,0,
SolvvDataMart,VFCT_GESCHAEFT,VAL378,TSAT_POSITION,VAL378,,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,ABRECHNUNGSPREIS_C236,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,ABS_FAKTOR_IA,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,ABS_ROLLE_SEC191,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,AGREEMENT_ID,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,ANTEIL_ZINSEN_C223,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,AT_HB_RISIKO_C235,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,AUFSCHLAG_FXRISIKO_CRE362,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,AUFSCHLAG_ZINSRISIKO_CRE361,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,AUSNAHME_ABDECKUNGSGRAD_B052,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,AVAS_B269,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,B601,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,B603,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,BEITRAG_AUSFALLFONDS,,'nein',,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,BETRAG_CVA_B148,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,BETRAG_NPE_VAD280,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,BETRAG_SCRA_VAD620,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,BEWERTUNGSANSATZ_ABS_SEC502,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,BEWERTUNG_EG_VAD270,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,BMG_NACH_CRM,,,SR_5.8,185,"case when TSAT_POSITION_COREP_INT.CR001 = '95' then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) else IFNULL(TSAT_POSITION_COREP_INT.CR150, 0) - IFNULL(TSAT_POSITION_COREP_INT.CR160, 0) end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,BMG_NACH_EWB,,,SR_5.8,185,"case when TSAT_POSITION_COREP_INT.CR001 = '95' then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) else IFNULL(TSAT_POSITION_COREP_INT.CR150, 0) - IFNULL(TSAT_POSITION_COREP_INT.CR160, 0) end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,BMG_NACH_SUBSTITUTION,,,SR_5.8,185,"case when TSAT_POSITION_COREP_INT.CR001 = '95' then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) else IFNULL(TSAT_POSITION_COREP_INT.CR150, 0) - IFNULL(TSAT_POSITION_COREP_INT.CR160, 0) end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,BMG_VOR_CRM,,,SR_5.7,142,"case when TSAT_POSITION_COREP_INT.CR001 = '95' then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) else IFNULL(TSAT_POSITION_COREP_INT.CR150, 0) end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,BONITAETSSTUFE_B825,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,BUCHWERT_C215,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CCF,,,SR_5.13,112,"case    when ifnull(TSAT_POSITION_COREP_INT.CR140, 0) <> 0 then TSAT_POSITION_COREP_INT.CR140 / 100   else 1 end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CCF_KSA,,,SR_5.13,112,"case    when ifnull(TSAT_POSITION_COREP_INT.CR140, 0) <> 0 then TSAT_POSITION_COREP_INT.CR140 / 100   else 1 end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CCF_LR,,,SR_5.34,104,case    when TSAT_POSITION_COREP_INT.CR002 is null then 0   else TSAT_POSITION_COREP_INT.CR002 / 100 end
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CET1_ABZUGSBETRAG_VAD379,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CLUSTER,TSAT_POSITION_COREP_INT,CLUSTER,,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CNT_DEAL_NR_NUM702,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,COLL_ID,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CONTRACT,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CRE016,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CRI166,,cast(null as TIMESTAMP),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CRI167,,cast(null as TIMESTAMP),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CRI168,,cast(null as TIMESTAMP),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CRI301,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CRI302,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CVARCC_AVG_B704,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CVARCC_AVG_STRESSED_B706,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CVARCC_B705,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CVARCC_STRESSED_B707,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,CVA_METHODE,,'no CVA',,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,D2_ABSCHREIBUNGEN_C265,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,DATUM_AUSFALLS_B436,,cast(null as TIMESTAMP),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,DATUM_VERZUGS_B201,,cast(null as TIMESTAMP),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,DEAL_ID,,,SR_5.6,54, 'COREPINT_'|| HUB_POSITION_COREP_INT.BK_COREP_INT_ID 
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,DELISYST,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,DEPOTNUMMER,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,EFFEKTIVE_LAUFZEIT_B217,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,EK,,,SR_5.11,16,@SR_5.10@ * 0.08
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,EL,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,EWB,,,SR_5.12,29,TSAT_POSITION_COREP_INT.CR160
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,EXC201,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,EXT_RATING_B002,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,FORDERUNGSTYP,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,GESNRGEN,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HEDGING_ID_FXRISIKO_IDN362,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HEDGING_ID_ZINSRISKO_IDN361,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_BOGEN,,,SR_5.39,69,"ifnull(HUB_BOGEN.HK_HUB_BOGEN, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_BOGEN_LR,,,SR_5.50,72,"ifnull(HUB_BOGEN_LR.HK_HUB_BOGEN, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_BOGEN_ORG,,,SR_5.40,73,"ifnull(HUB_BOGEN_ORG.HK_HUB_BOGEN, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_BOGEN_SA,,,SR_5.42,72,"ifnull(HUB_BOGEN_SA.HK_HUB_BOGEN, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_BRANCHE,,,SR_5.47,73,"ifnull(HUB_BRANCHE.HK_HUB_BRANCHE, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_DEVISENKURSE,,cast(null as BYTES),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_GESCHAEFTSART,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_GESCHAEFTSARTERGAENZUNG,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_GESCHAEFTSTYP,,,SR_5.44,85,"ifnull(HUB_GESCHAEFTSTYP.HK_HUB_GESCHAEFTSTYP, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_INSTRUMENT,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_LAENDERCODE_RL,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_LAENDERCODE_SL,,,SR_5.46,105,"ifnull(HUB_LAENDERCODE_ISO_ALPHA_2.HK_HUB_LAENDERCODE_ISO_ALPHA_2, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_LOAN_TYPE,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_MELDEEINHEIT,,,SR_5.35,87,"ifnull(PIT_FINANCIAL_INST.HK_PIT_FINANCIAL_INST, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_PARTNER,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_PARTNER_COLL,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_PARTNER_UE_GP,,cast(null as BYTES),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_PORTFOLIO,,,SR_5.36,77,"ifnull(PIT_PORTFOLIO.HK_PIT_PORTFOLIO, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_PORTFOLIO_EXT,,,SR_5.37,85,"ifnull(PIT_PORTFOLIO_EXT.HK_PIT_PORTFOLIO_EXT, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_PRODUCT_TYPE,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_RATTYPE,,,SR_5.48,73,"ifnull(HUB_RATTYPE.HK_HUB_RATTYPE, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_RISIKOKLASSE,,,SR_5.43,83,"ifnull(HUB_RISIKOKLASSE.HK_HUB_RISIKOKLASSE, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_RISIKOKLASSE_ORG,,,SR_5.43,83,"ifnull(HUB_RISIKOKLASSE.HK_HUB_RISIKOKLASSE, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_RISIKOTYP,,,SR_5.45,77,"ifnull(HUB_RISIKOTYP.HK_HUB_RISIKOTYP, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_SICHERHEITENART,,CAST('00000000000000000000' AS BYTES),,0,
